Triangle Count, Render Time (ms, No BVH)
1052,3946.4
2512,10033.4
5012,20206.6
10082,40414.8
20116,82438.6
30066,128984.0
40017,179851.8
50170,237545.6
60121,297622.6
69463,355521.2
